Decoupler Box,HV Board,HV CH,Flange,Flange Hole,Flange ID,ADC Board Order,ADC Board,ADC CH,PMTID,HV Value,Position,Coating,X,Y,Z,ADC2PE,Threshold ,ADC2PE2,HV On,SPE rate,"Type (1in,2uncoat,3coat)",Cable#,Flange_num,Ring_num,Swage_num,Key
2,2,6,F3,Y12,F3Y12,5,6,3,FB0840,1687,C11R1,0,-88.3346,51,46.22,27.35,-1,27.35,1,1,3,91,3,2,12,83
2,2,7,F3,I6,F3I6,5,6,4,FB0472,1820,C7R3,0,-1.06E-11,102,0,13.01,-1,13.01,1,1,3,155,3,5,6,84
2,2,8,F3,I4,F3I4,5,6,5,FB0612,1635,C6R2,0,26.3995,98.5244,23.11,49.99,-1,49.99,1,1,3,153,3,5,4,85
2,2,9,F1,B2,F1B2,5,6,6,FB0730,1601,C18R4,0,-26.3995,-98.5244,-23.11,34.39,-1,34.39,1,1,3,143,1,4,2,86
2,2,10,F1,B4,F1B4,5,6,7,FB0820,1750,C18R3,0,-26.3995,-98.5244,0,12.69,-1,12.69,1,1,3,145,1,4,4,87
2,2,11,F1,B9,F1B9,5,6,8,FB0763,1750,C17R1,0,-51,-88.3346,46.22,40.35,-1,40.35,1,1,3,150,1,4,9,88
2,2,17,F3,Y14,F3Y14,5,6,9,FB0799,1750,C11R2,0,-88.3346,51,23.11,20.27,-1,20.27,1,1,3,93,3,2,14,89
2,2,18,F3,G6,F3G6,5,6,10,FB0800,1718,C13R1,0,-102,-2.11E-11,46.22,34.3,-1,34.3,1,1,3,100,3,3,6,90
2,2,19,F3,I2,F3I2,5,6,11,FB0618,1690,C6R4,0,26.3995,98.5244,-23.11,31.41,-1,31.41,1,1,3,151,3,5,2,91
2,2,20,F1,I18,F1I18,5,6,12,FB0755,1658,C7R2,0,-1.06E-11,102,23.11,38.06,-1,38.06,1,1,3,154,1,5,18,92
2,2,21,F1,B6,F1B6,5,6,13,FB0818,1690,C17R5,0,-51,-88.3346,-46.22,18.24,-1,18.24,1,1,3,147,1,4,6,93
2,2,22,F1,G22,F1G22,5,6,14,FB0825,1686,C18R2,0,-26.3995,-98.5244,23.11,34,-1,34,1,1,3,141,1,3,22,94
5,0,33,F3,Y2,F3Y2,6,7,0,FB0667,1645,C407R0,U,-25.6484,78.9377,-58,37.02,-1,37.02,1,1,2,31,3,2,2,96
2,2,29,F3,G5,F3G5,6,7,1,FB0849,1664,C12R2,U,-98.5244,26.3995,23.11,54.09,-1,54.09,1,1,2,99,3,3,5,97
2,2,30,F3,G3,F3G3,6,7,2,FB0841,1650,C12R1,0,-98.5244,26.3995,46.22,32,-1,32,1,1,3,97,3,3,3,98
2,2,31,F3,I10,F3I10,6,7,3,FB0614,1500,C7R5,U,-1.06E-11,102,-46.22,48.49,-1,48.49,1,1,2,159,3,5,10,99
2,2,32,F3,I7,F3I7,6,7,4,FB0469,1628,C6R3,0,26.3995,98.5244,0,20.22,-1,20.22,1,1,3,156,3,5,7,100
2,2,33,F3,I11,F3I11,6,7,5,FB0482,1750,C7R1,0,-1.06E-11,102,46.22,24.05,-1,24.05,1,1,3,160,3,5,11,101
2,2,34,F1,B7,F1B7,6,7,6,FB0748,1750,C18R5,0,-26.3995,-98.5244,-46.22,33.91,-1,33.91,1,1,3,148,1,4,7,102
2,2,35,F1,B1,F1B1,6,7,7,FB0672,1593,C18R1,U,-26.3995,-98.5244,46.22,40.96,-1,40.96,1,1,2,142,1,4,1,103
2,2,41,F3,G4,F3G4,6,7,8,FB0842,1566,C12R3,0,-98.5244,26.3995,0,35.91,-1,35.91,1,1,3,98,3,3,4,104
2,2,42,F3,Y13,F3Y13,6,7,9,FB0809,1600,C11R3,0,-88.3346,51,0,33.4,-1,33.4,1,1,3,92,3,2,13,105
2,2,43,F3,I3,F3I3,6,7,10,FB0744,1651,C6R5,0,26.3995,98.5244,-46.22,30.85,-1,30.85,1,1,3,152,3,5,3,106
2,2,44,F3,I8,F3I8,6,7,11,FB0613,1615,C7R4,0,-1.06E-11,102,-23.11,38.54,-1,38.54,1,1,3,157,3,5,8,107
2,2,45,F3,I9,F3I9,6,7,12,FB0620,1576,C6R1,U,26.3995,98.5244,46.22,36.19,-1,36.19,1,1,2,158,3,5,9,108
2,2,46,F1,B8,F1B8,6,7,13,FB0726,1690,C17R4,U,-51,-88.3346,-23.11,27.94,-1,27.94,1,1,2,149,1,4,8,109
2,2,47,F1,B3,F1B3,6,7,14,FB0732,1670,C17R3,0,-51,-88.3346,0,35.66,-1,35.66,1,1,3,144,1,4,3,110
3,3,14,F3,G15,F3G15,7,8,0,FB0814,1632,C14R4,0,-98.5244,-26.3995,-23.11,38.38,-1,38.38,1,1,3,109,3,3,15,112
3,3,0,F3,G19,F3G19,7,8,1,FB0738,1691,C15R1,0,-88.3346,-51,46.22,35.33,-1,35.33,1,1,3,113,3,3,19,113
3,3,1,F3,B1,F3B1,7,8,2,FB0714,1597,C16R2,U,-72.1249,-72.1249,23.11,33.05,-1,33.05,1,1,2,117,3,4,1,114
3,3,2,F3,G8,F3G8,7,8,3,FB0847,1543,C13R4,U,-102,-2.11E-11,-23.11,34.39,-1,34.39,1,1,2,102,3,3,8,115
3,3,3,F3,G16,F3G16,7,8,4,FB0739,1634,C14R3,0,-98.5244,-26.3995,0,28.65,-1,28.65,1,1,3,110,3,3,16,116
3,3,4,F3,G11,F3G11,7,8,5,FB0843,1520,C13R3,0,-102,-2.11E-11,0,46.21,-1,46.21,1,1,3,105,3,3,11,117
3,3,5,F3,Y15,F3Y15,7,8,6,FB0776,1650,C11R4,0,-88.3346,51,-23.11,25.6,-1,25.6,1,1,3,94,3,2,15,118
3,3,6,F2,G1,F2G1,7,8,7,FB0771,1800,C4R1,0,72.1249,72.1249,46.22,16.36,-1,16.36,1,1,3,75,2,3,1,119
3,3,7,F1,G21,F1G21,7,8,8,FB0759,1677,C22R5,0,72.1249,-72.1249,-46.22,41.8,-1,41.8,1,1,3,140,1,3,21,120
3,3,8,F1,G17,F1G17,7,8,9,FB0616,1645,C22R2,0,72.1249,-72.1249,23.11,36.07,-1,36.07,1,1,3,136,1,3,17,121
3,3,9,F3,B7,F3B7,7,8,10,FB0717,1715,C19R4,0,3.17E-11,-102,-23.11,23.68,-1,23.68,1,1,3,123,3,4,7,122
3,3,10,F1,G10,F1G10,7,8,11,FB0762,1690,C20R4,0,26.3995,-98.5244,-23.11,32.21,-1,32.21,1,1,3,129,1,3,10,123
3,3,11,F1,G7,F1G7,7,8,12,FB0735,1570,C20R1,0,26.3995,-98.5244,46.22,42.24,-1,42.24,1,1,3,126,1,3,7,124
3,3,12,F3,B4,F3B4,7,8,13,FB0666,1607,C16R1,0,-72.1249,-72.1249,46.22,29.89,-1,29.89,1,1,3,120,3,4,4,125
3,3,13,F3,G18,F3G18,7,8,14,FB0801,1655,C15R2,0,-88.3346,-51,23.11,31.28,-1,31.28,1,1,3,112,3,3,18,126
3,3,27,F3,G9,F3G9,8,9,0,FB0769,1750,C12R5,0,-98.5244,26.3995,-46.22,26.1,-1,26.1,1,1,3,103,3,3,9,128
3,3,15,F3,G10,F3G10,8,9,1,FB0805,1750,C12R4,0,-98.5244,26.3995,-23.11,26.22,-1,26.22,1,1,3,104,3,3,10,129
3,3,16,F3,G7,F3G7,8,9,2,FB0848,1510,C13R2,0,-102,-2.11E-11,23.11,51.3,-1,51.3,1,1,3,101,3,3,7,130
3,3,17,F2,Y14,F2Y14,8,9,3,FB0798,1649,C4R4,0,72.1249,72.1249,-23.11,25.1,-1,25.1,1,1,3,73,2,2,14,131
3,3,18,F2,Y15,F2Y15,8,9,4,FB0774,1675,C4R2,U,72.1249,72.1249,23.11,34.31,-1,34.31,1,1,2,74,2,2,15,132
3,3,19,F1,G14,F1G14,8,9,5,FB0817,1420,C21R5,0,51,-88.3346,-46.22,57.3,-1,57.3,1,1,3,133,1,3,14,133
5,0,21,F3,Y11,F3Y11,8,9,6,FB0839,1564,C413R0,0,-67.1484,-48.7862,-58,34.48,-1,34.48,1,1,3,40,3,2,11,134
5,0,13,F2,Y6,F2Y6,8,9,7,FB0705,1621,C24R3,0,98.5244,-26.3995,0,40.5,-1,40.5,1,1,3,65,2,2,6,135
3,3,20,F1,G15,F1G15,8,9,8,FB0701,1750,C21R2,0,51,-88.3346,23.11,25.74,-1,25.74,1,1,3,134,1,3,15,136
3,3,21,F3,B6,F3B6,8,9,9,FB0719,1662,C19R5,U,3.17E-11,-102,-46.22,34.29,-1,34.29,1,1,2,122,3,4,6,137
3,3,22,F3,B9,F3B9,8,9,10,FB0720,1636,C19R3,0,3.17E-11,-102,0,29.76,-1,29.76,1,1,3,125,3,4,9,138
3,3,23,F1,G8,F1G8,8,9,11,FB0669,1731,C20R2,U,26.3995,-98.5244,23.11,25.96,-1,25.96,1,1,2,127,1,3,8,139
3,3,24,F3,B2,F3B2,8,9,12,FB07122,1800,C16R5,0,-72.1249,-72.1249,-46.22,15.92,-1,15.92,1,1,3,118,3,4,2,140
3,3,25,F3,G21,F3G21,8,9,13,FB0662,1750,C15R5,U,-88.3346,-51,-46.22,24.94,-1,24.94,1,1,2,115,3,3,21,141
3,3,26,F3,G22,F3G22,8,9,14,FB0664,1750,C16R3,0,-72.1249,-72.1249,0,27.58,-1,27.58,1,1,3,116,3,3,22,142
3,3,42,F2,Y12,F2Y12,9,10,0,FB0713,1683,C4R5,0,72.1249,72.1249,-46.22,38.61,-1,38.61,1,1,3,71,2,2,12,144
3,3,28,F3,G13,F3G13,9,10,1,FB0816,1400,C14R2,0,-98.5244,-26.3995,23.11,67.51,-1,67.51,1,1,3,107,3,3,13,145
3,3,29,F2,G2,F2G2,9,10,2,FB0766,1588,C8R1,0,-26.3995,98.5244,46.22,24.5,-1,24.5,1,1,3,76,2,3,2,146
3,3,30,F2,Y13,F2Y13,9,10,3,FB0681,1800,C4R3,0,72.1249,72.1249,0,18.69,-1,18.69,1,1,3,72,2,2,13,147
3,3,31,F1,G12,F1G12,9,10,4,FB0741,1741,C21R3,0,51,-88.3346,0,28.65,-1,28.65,1,1,3,131,1,3,12,148
3,3,32,F1,G13,F1G13,9,10,5,FB0811,1450,C21R4,U,51,-88.3346,-23.11,60.95,-1,60.95,1,1,2,132,1,3,13,149
3,3,33,F1,G19,F1G19,9,10,6,FB0619,1582,C22R1,U,72.1249,-72.1249,46.22,16.6,-1,16.6,1,1,2,138,1,3,19,150
3,3,34,F3,B8,F3B8,9,10,7,FB0749,1684,C19R2,0,3.17E-11,-102,23.11,32.36,-1,32.36,1,1,3,124,3,4,8,151
3,3,35,F1,G11,F1G11,9,10,8,FB0737,1671,C20R3,0,26.3995,-98.5244,0,35.8,-1,35.8,1,1,3,130,1,3,11,152
