Decopler Box,HV Board,HV CH,Flange,Flange Hole,Flange ID,ADC Board Order,ADC Board,ADC CH,PMT,HV,Position,Coating,X,Y,Z,ADCtoPE,Threshold,ADCtoPE2,HV On,SPE rate(kHz),"Type (1”,2uncoat,3coat)",Cable#,Swage,Column,Row,Hvrec,Hvmatch,Key,PMT Type,Avg SPE value
1,1,7,F3,B4,F3B4,1,1,7,V25,825,VT14,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,213,22,-999,-999,850.0,825,6.0,-999.0,-999.0
1,1,20,F3,B4,F3B4,2,2,5,V32,825,VCB14,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,214,23,-999,-999,850.0,825,20.0,-999.0,-999.0
1,1,21,F3,B4,F3B4,2,2,6,V30,825,VT16,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,215,24,-999,-999,850.0,825,21.0,-999.0,-999.0
1,1,8,F3,B4,F3B4,1,1,8,V36,825,VT4,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,216,25,-999,-999,850.0,825,7.0,-999.0,-999.0
1,1,44,F3,B4,F3B4,3,3,14,V35,825,VT6,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,217,26,-999,-999,850.0,825,45.0,-999.0,-999.0
1,1,9,F3,B4,F3B4,1,1,9,V16,825,VCT17,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,218,27,-999,-999,850.0,825,8.0,-999.0,-999.0
1,1,33,F3,B4,F3B4,3,3,3,V30,825,VT20,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,219,28,-999,-999,850.0,825,34.0,-999.0,-999.0
1,1,45,F3,K5,F3K5,3,3,15,V5,825,VCT19,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,220,1,-999,-999,850.0,825,46.0,-999.0,-999.0
1,1,3,F2,G3,F2G3,1,1,3,V14,825,VCT21,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,221,17,-999,-999,850.0,825,2.0,-999.0,-999.0
1,1,15,F2,G3,F2G3,1,1,15,V10,825,VCT5,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,222,18,-999,-999,850.0,825,14.0,-999.0,-999.0
1,1,27,F2,G3,F2G3,2,2,12,V12,825,VCT3,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,223,19,-999,-999,850.0,825,27.0,-999.0,-999.0
1,1,40,F2,G3,F2G3,3,3,10,V13,825,VCT1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,224,20,-999,-999,850.0,825,41.0,-999.0,-999.0
1,1,39,F2,G3,F2G3,3,3,9,V25,825,VCT23,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,225,21,-999,-999,850.0,825,40.0,-999.0,-999.0
1,1,14,F2,G3,F2G3,1,1,14,V37,825,VT24,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,1,226,22,-999,-999,850.0,825,13.0,-999.0,-999.0
1,1,13,F2,B4,F2B4,1,1,13,V38,825,VT22,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,227,1,-999,-999,850.0,825,12.0,-999.0,-999.0
1,1,38,F2,B4,F2B4,3,3,8,V41,825,VCB20,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,228,2,-999,-999,850.0,825,39.0,-999.0,-999.0
1,1,28,F1,B4,F1B4,2,2,13,V39,825,VCB18,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,229,10,-999,-999,850.0,825,28.0,-999.0,-999.0
1,1,16,F1,B4,F1B4,2,2,1,V40,825,VCB16,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,230,11,-999,-999,850.0,825,16.0,-999.0,-999.0
1,1,11,F1,K5,F1K5,1,1,11,V128,825,VB9,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,231,22,-999,-999,850.0,825,10.0,-999.0,-999.0
1,1,35,F1,K5,F1K5,3,3,5,V44,825,VB23,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,232,23,-999,-999,850.0,825,36.0,-999.0,-999.0
1,1,34,F1,K5,F1K5,3,3,4,V127,825,VCB24,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,233,24,-999,-999,850.0,825,35.0,-999.0,-999.0
1,1,22,F1,K5,F1K5,2,2,7,V88,825,VT20,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,234,25,-999,-999,850.0,825,22.0,-999.0,-999.0
1,1,47,F1,K5,F1K5,2,2,9,V129,825,VCB22,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,235,26,-999,-999,850.0,825,24.0,-999.0,-999.0
1,1,23,F1,K5,F1K5,2,2,8,VU,825,VB17,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,236,27,-999,-999,850.0,825,23.0,-999.0,-999.0
1,1,10,F1,K5,F1K5,1,1,10,VS,825,VB15,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,237,28,-999,-999,850.0,825,9.0,-999.0,-999.0
1,1,4,F3,K5,F3K5,1,1,4,-999,-999,-999,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,1,238,12,-999,-999,1600.0,-999,3.0,-999.0,-999.0
1,1,41,F3,K5,F3K5,3,3,11,V55,825,VB13,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,239,13,-999,-999,850.0,825,42.0,-999.0,-999.0
1,1,26,F2,B4,F2B4,2,2,11,V-Omega,825,VB1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,240,5,-999,-999,850.0,825,26.0,-999.0,-999.0
1,1,2,F2,B4,F2B4,1,1,2,V125,825,VCB4,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,243,3,-999,-999,850.0,825,1.0,-999.0,-999.0
1,1,1,F2,B4,F2B4,1,1,1,V126,825,VB5,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,1,244,4,-999,-999,850.0,825,0.0,-999.0,-999.0
