0	0
0	0
0	0
0	5
0	10
0	11
0	14
2	3
2	6
2	11
2	18
2	19
2	36
2	37
2	38
2	39
2	42
2	47
4	12
4	13
4	27
4	31
4	32
4	41
4	42
4	45
